-50.0, 261.0, 179.0, 3.0, 273.0, 93.0, 2.0, 7.0
-50.0, 196.0, 61.0, 2.0, 225.0, 289.0, 1.0, -43.0
50.0, 224.0, 121.0, 2.0, 313.0, 160.0, 2.0, -5.0
50.0, 280.0, 127.0, 0.0, 234.0, 44.0, 2.0, 10.0
50.0, 215.0, 82.0, 4.0, 217.0, 182.0, 4.0, 4.0
-50.0, 203.0, 63.0, 2.0, 247.0, 89.0, 0.0, -11.0
50.0, 179.0, 162.0, 2.0, 166.0, 82.0, 2.0, 7.0
-50.0, 364.0, 57.0, 0.0, 357.0, 77.0, 0.0, 3.0
50.0, 323.0, 79.0, 1.0, 147.0, 93.0, 2.0, 40.0
-50.0, 302.0, 163.0, 4.0, 188.0, 157.0, 1.0, -2.0
50.0, 118.0, 106.0, 2.0, 228.0, 102.0, 4.0, 21.0
-50.0, 190.0, 164.0, 2.0, 243.0, 91.0, 3.0, 7.0
50.0, 275.0, 155.0, 0.0, 326.0, 63.0, 0.0, 14.0
-50.0, 222.0, 57.0, 1.0, 184.0, 106.0, 1.0, -10.0
50.0, 345.0, 81.0, 1.0, 94.0, 115.0, 4.0, 28.0
50.0, 244.0, 47.0, 3.0, 255.0, 20.0, 1.0, -13.0
-50.0, 306.0, 103.0, 4.0, 195.0, 134.0, 3.0, 4.0
50.0, 269.0, 126.0, 2.0, 248.0, 118.0, 1.0, -14.0
-50.0, 133.0, 83.0, 1.0, 253.0, 104.0, 0.0, -18.0
-50.0, 283.0, 57.0, 1.0, 195.0, 136.0, 0.0, -6.0
50.0, 312.0, 55.0, 4.0, 217.0, 85.0, 0.0, -16.0
50.0, 342.0, 97.0, 3.0, 202.0, 112.0, 1.0, -4.0
-50.0, 386.0, 108.0, 0.0, 397.0, 87.0, 2.0, -1.0
-50.0, 168.0, 115.0, 2.0, 214.0, 208.0, 0.0, -11.0
-50.0, 214.0, 79.0, 2.0, 172.0, 120.0, 2.0, -13.0
50.0, 244.0, 87.0, 1.0, 428.0, 50.0, 6.0, 5.0
-50.0, 281.0, 37.0, 2.0, 199.0, 114.0, 0.0, -1.0
50.0, 203.0, 193.0, 1.0, 197.0, 35.0, 1.0, 24.0
-50.0, 227.0, 92.0, 1.0, 394.0, 112.0, 1.0, -9.0
50.0, 470.0, 52.0, 2.0, 414.0, 103.0, 2.0, -3.0
50.0, 165.0, 48.0, 1.0, 217.0, 216.0, 2.0, 15.0
-50.0, 294.0, 74.0, 2.0, 194.0, 84.0, 3.0, 14.0
-50.0, 206.0, 62.0, 0.0, 480.0, 143.0, 4.0, -1.0
50.0, 314.0, 36.0, 1.0, 224.0, 169.0, 2.0, 4.0
-50.0, 104.0, 89.0, 0.0, 383.0, 242.0, 1.0, -32.0
-50.0, 204.0, 107.0, 1.0, 154.0, 202.0, 1.0, 3.0
50.0, 208.0, 144.0, 1.0, 255.0, 50.0, 2.0, 7.0
50.0, 332.0, 134.0, 2.0, 283.0, 150.0, 1.0, -1.0
-50.0, 214.0, 95.0, 2.0, 197.0, 100.0, 1.0, 1.0
50.0, 358.0, 56.0, 3.0, 229.0, 137.0, 1.0, -2.0
-50.0, 307.0, 107.0, 1.0, 353.0, 23.0, 4.0, 18.0
50.0, 372.0, 164.0, 2.0, 293.0, 49.0, 0.0, 16.0
50.0, 331.0, 141.0, 0.0, 284.0, 166.0, 0.0, 32.0
50.0, 295.0, 112.0, 3.0, 291.0, 71.0, 2.0, 16.0
-50.0, 365.0, 64.0, 3.0, 213.0, 121.0, 1.0, -6.0
50.0, 339.0, 107.0, 4.0, 154.0, 112.0, 5.0, 24.0
-50.0, 313.0, 84.0, 1.0, 198.0, 131.0, 0.0, 8.0
50.0, 323.0, 104.0, 1.0, 200.0, 144.0, 1.0, 10.0
-50.0, 132.0, 280.0, 4.0, 324.0, 116.0, 3.0, -3.0
-50.0, 403.0, 132.0, 2.0, 293.0, 159.0, 1.0, 7.0
50.0, 397.0, 154.0, 0.0, 158.0, 96.0, 2.0, 23.0
50.0, 277.0, 18.0, 1.0, 160.0, 177.0, 0.0, -7.0
-50.0, 397.0, 114.0, 0.0, 153.0, 87.0, 2.0, 24.0
-50.0, 334.0, 124.0, 0.0, 191.0, 64.0, 1.0, 20.0
50.0, 357.0, 112.0, 2.0, 225.0, 105.0, 4.0, 10.0
-50.0, 378.0, 63.0, 1.0, 300.0, 120.0, 2.0, 7.0
-50.0, 222.0, 64.0, 0.0, 269.0, 180.0, 0.0, -13.0
-50.0, 344.0, 107.0, 3.0, 358.0, 40.0, 0.0, -10.0
50.0, 286.0, 104.0, 5.0, 207.0, 22.0, 0.0, -3.0
50.0, 320.0, 241.0, 4.0, 102.0, 24.0, 3.0, 30.0
-50.0, 151.0, 80.0, 3.0, 179.0, 299.0, 1.0, -14.0
50.0, 207.0, 148.0, 3.0, 238.0, 41.0, 2.0, -3.0
-50.0, 182.0, 63.0, 0.0, 171.0, 174.0, 2.0, -1.0
-50.0, 322.0, 63.0, 2.0, 404.0, 90.0, 0.0, -6.0
50.0, 441.0, 139.0, 1.0, 314.0, 108.0, 1.0, 18.0
-50.0, 282.0, 182.0, 0.0, 132.0, 111.0, 0.0, 13.0
50.0, 297.0, 99.0, 2.0, 211.0, 204.0, 1.0, -14.0
-50.0, 339.0, 55.0, 3.0, 256.0, 78.0, 1.0, -14.0
50.0, 298.0, 196.0, 0.0, 215.0, 232.0, 1.0, 0.0
50.0, 219.0, 151.0, 2.0, 192.0, 151.0, 2.0, -7.0
-50.0, 329.0, 120.0, 1.0, 183.0, 80.0, 1.0, 3.0
50.0, 280.0, 172.0, 2.0, 129.0, 119.0, 0.0, 6.0
50.0, 325.0, 151.0, 3.0, 91.0, 179.0, 2.0, -3.0
-50.0, 182.0, 131.0, 4.0, 107.0, 177.0, 0.0, -31.0
50.0, 267.0, 153.0, 4.0, 117.0, 99.0, 0.0, -25.0
-50.0, 221.0, 73.0, 1.0, 231.0, 126.0, 2.0, -1.0
50.0, 340.0, 143.0, 0.0, 245.0, 69.0, 0.0, -3.0
50.0, 304.0, 90.0, 2.0, 176.0, 165.0, 0.0, -5.0
50.0, 141.0, 77.0, 1.0, 215.0, 118.0, 0.0, -7.0
50.0, 264.0, 121.0, 1.0, 365.0, 88.0, 1.0, -3.0
-50.0, 323.0, 83.0, 2.0, 132.0, 149.0, 0.0, -7.0
-50.0, 132.0, 107.0, 2.0, 179.0, 152.0, 1.0, -22.0
-50.0, 223.0, 65.0, 4.0, 160.0, 151.0, 1.0, -6.0
50.0, 147.0, 127.0, 0.0, 201.0, 171.0, 2.0, 4.0
50.0, 315.0, 133.0, 1.0, 297.0, 101.0, 1.0, -4.0
-50.0, 152.0, 184.0, 0.0, 139.0, 115.0, 2.0, 20.0
-50.0, 280.0, 157.0, 1.0, 165.0, 40.0, 3.0, 34.0
50.0, 208.0, 109.0, 2.0, 205.0, 218.0, 2.0, 6.0
-50.0, 193.0, 74.0, 1.0, 227.0, 147.0, 0.0, -10.0
50.0, 388.0, 18.0, 5.0, 232.0, 140.0, 1.0, -30.0
-50.0, 229.0, 137.0, 0.0, 218.0, 122.0, 1.0, 3.0
50.0, 160.0, 104.0, 1.0, 185.0, 162.0, 4.0, 8.0
-50.0, 232.0, 135.0, 0.0, 132.0, 155.0, 3.0, 16.0
50.0, 299.0, 80.0, 0.0, 308.0, 42.0, 2.0, 20.0
50.0, 107.0, 71.0, 2.0, 171.0, 121.0, 0.0, -26.0
-50.0, 214.0, 34.0, 0.0, 114.0, 226.0, 1.0, -10.0
-50.0, 214.0, 51.0, 3.0, 323.0, 156.0, 2.0, -28.0
-50.0, 267.0, 96.0, 3.0, 208.0, 143.0, 0.0, -14.0
50.0, 275.0, 78.0, 1.0, 276.0, 158.0, 0.0, -18.0
50.0, 228.0, 90.0, 1.0, 177.0, 221.0, 1.0, -32.0
-50.0, 160.0, 54.0, 2.0, 279.0, 83.0, 4.0, 2.0
50.0, 226.0, 63.0, 1.0, 164.0, 182.0, 1.0, -4.0
-50.0, 248.0, 146.0, 0.0, 167.0, 264.0, 5.0, 10.0
50.0, 288.0, 102.0, 3.0, 200.0, 98.0, 3.0, 24.0
-50.0, 233.0, 120.0, 2.0, 234.0, 105.0, 3.0, 9.0
50.0, 105.0, 111.0, 1.0, 153.0, 121.0, 3.0, 17.0
50.0, 281.0, 114.0, 2.0, 387.0, 104.0, 0.0, -3.0
-50.0, 154.0, 192.0, 1.0, 192.0, 65.0, 2.0, 35.0
-50.0, 306.0, 78.0, 1.0, 331.0, 130.0, 7.0, 25.0
-50.0, 189.0, 143.0, 0.0, 219.0, 186.0, 1.0, -3.0
-50.0, 216.0, 115.0, 4.0, 397.0, 68.0, 1.0, -21.0
-50.0, 145.0, 156.0, 3.0, 100.0, 152.0, 1.0, -10.0
-50.0, 211.0, 2.0, 1.0, 124.0, 140.0, 1.0, -3.0
50.0, 239.0, 104.0, 1.0, 281.0, 154.0, 1.0, 4.0
-50.0, 328.0, 125.0, 1.0, 78.0, 99.0, 3.0, 20.0
-50.0, 186.0, 181.0, 1.0, 328.0, 84.0, 1.0, 6.0
50.0, 289.0, 89.0, 1.0, 357.0, 96.0, 1.0, 4.0
50.0, 204.0, 92.0, 3.0, 220.0, 154.0, 0.0, -13.0
50.0, 248.0, 145.0, 0.0, 357.0, 77.0, 2.0, 7.0
-50.0, 176.0, 30.0, 3.0, 193.0, 64.0, 1.0, -16.0
50.0, 216.0, 91.0, 1.0, 242.0, 191.0, 0.0, 7.0
-50.0, 204.0, 132.0, 4.0, 230.0, 93.0, 0.0, -21.0
50.0, 370.0, 85.0, 1.0, 396.0, 79.0, 1.0, 18.0
50.0, 178.0, 54.0, 0.0, 189.0, 129.0, 4.0, 3.0
50.0, 202.0, 156.0, 1.0, 226.0, 97.0, 1.0, 20.0
50.0, 235.0, 141.0, 1.0, 230.0, 131.0, 2.0, 3.0
-50.0, 205.0, 90.0, 1.0, 206.0, 177.0, 1.0, -3.0
50.0, 413.0, 197.0, 1.0, 371.0, 108.0, 3.0, 24.0
-50.0, 296.0, 75.0, 2.0, 113.0, 160.0, 2.0, 2.0
-50.0, 366.0, 41.0, 2.0, 140.0, 198.0, 0.0, -6.0
50.0, 295.0, 92.0, 3.0, 115.0, 81.0, 1.0, 3.0
-50.0, 144.0, 44.0, 1.0, 302.0, 127.0, 0.0, -27.0
-50.0, 371.0, 61.0, 3.0, 158.0, 144.0, 0.0, -11.0
50.0, 370.0, 98.0, 0.0, 215.0, 75.0, 1.0, 25.0
50.0, 330.0, 53.0, 4.0, 299.0, 140.0, 0.0, -15.0
-50.0, 237.0, 88.0, 1.0, 152.0, 48.0, 3.0, 8.0
50.0, 118.0, 133.0, 3.0, 106.0, 107.0, 2.0, 4.0
-50.0, 206.0, 80.0, 1.0, 184.0, 139.0, 1.0, 7.0
-50.0, 241.0, 92.0, 3.0, 244.0, 144.0, 1.0, -23.0
50.0, 156.0, 25.0, 5.0, 193.0, 134.0, 1.0, -23.0
50.0, 156.0, 122.0, 3.0, 160.0, 91.0, 4.0, 14.0
50.0, 214.0, 90.0, 2.0, 185.0, 65.0, 2.0, 1.0
-50.0, 239.0, 91.0, 4.0, 244.0, 78.0, 0.0, -25.0
50.0, 184.0, 83.0, 2.0, 255.0, 73.0, 0.0, -13.0
50.0, 209.0, 143.0, 1.0, 233.0, 150.0, 1.0, 10.0
50.0, 194.0, 104.0, 3.0, 217.0, 122.0, 1.0, -10.0
50.0, 195.0, 104.0, 0.0, 391.0, 36.0, 5.0, 10.0
50.0, 82.0, 197.0, 3.0, 241.0, 35.0, 2.0, 3.0
50.0, 350.0, 210.0, 2.0, 418.0, 124.0, 0.0, -29.0
50.0, 260.0, 93.0, 2.0, 312.0, 114.0, 0.0, -4.0
-50.0, 206.0, 59.0, 2.0, 196.0, 148.0, 3.0, -13.0
-50.0, 180.0, 263.0, 2.0, 308.0, 74.0, 3.0, 6.0
50.0, 422.0, 100.0, 0.0, 413.0, 126.0, 2.0, -3.0
-50.0, 287.0, 138.0, 1.0, 257.0, 94.0, 1.0, 11.0
50.0, 276.0, 126.0, 0.0, 236.0, 191.0, 2.0, 8.0
50.0, 163.0, 31.0, 2.0, 117.0, 112.0, 0.0, -7.0
-50.0, 175.0, 102.0, 1.0, 282.0, 170.0, 0.0, -3.0
-50.0, 341.0, 69.0, 2.0, 291.0, 209.0, 1.0, -6.0
-50.0, 107.0, 100.0, 5.0, 118.0, 172.0, 1.0, -26.0
-50.0, 151.0, 219.0, 2.0, 170.0, 18.0, 2.0, 24.0
-50.0, 196.0, 153.0, 0.0, 298.0, 70.0, 2.0, 14.0
-50.0, 228.0, 76.0, 1.0, 76.0, 114.0, 1.0, 21.0
50.0, 255.0, 83.0, 1.0, 198.0, 114.0, 1.0, 10.0
50.0, 155.0, 163.0, 1.0, 178.0, 86.0, 1.0, 2.0
-50.0, 189.0, 187.0, 0.0, 144.0, 39.0, 2.0, 19.0
50.0, 253.0, 151.0, 2.0, 157.0, 66.0, 2.0, 7.0
-50.0, 91.0, 44.0, 0.0, 139.0, 200.0, 2.0, 5.0
50.0, 217.0, 198.0, 3.0, 145.0, 205.0, 0.0, 3.0
50.0, 158.0, 111.0, 0.0, 145.0, 13.0, 2.0, 18.0
50.0, 203.0, 160.0, 2.0, 165.0, 198.0, 2.0, -7.0
50.0, 148.0, 129.0, 2.0, 111.0, 59.0, 2.0, 10.0
